Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Precipitation,Day,Month,Year
0,-1.4,28,1,0,1,0,21,2,2018
1,-2.2,31,1,0,1,0,21,2,2018
2,-2.9,31,1,0,1,0,21,2,2018
3,-3.4,32,1,0,1,0,21,2,2018
4,-3.8,32,1,0,1,0,21,2,2018
5,-4.0,35,1,0,1,0,21,2,2018
6,-4.0,34,1,0,1,0,21,2,2018
7,-4.1,35,1,0,1,0,21,2,2018
8,-4.3,36,1,0,1,0,21,2,2018
9,-3.8,28,1,0,1,0,21,2,2018
10,-1.8,25,1,0,1,0,21,2,2018
11,0.2,22,1,0,1,0,21,2,2018
12,2.2,17,1,0,1,0,21,2,2018
13,2.9,14,1,0,1,0,21,2,2018
14,3.3,14,1,0,1,0,21,2,2018
15,4.2,15,1,0,1,0,21,2,2018
16,3.7,14,1,0,1,0,21,2,2018
17,3.1,14,1,0,1,0,21,2,2018
18,1.8,16,1,0,1,0,21,2,2018
19,-0.1,39,1,0,1,0,21,2,2018
20,-1.1,43,1,0,1,0,21,2,2018
21,-1.6,52,1,0,1,0,21,2,2018
22,-2.2,55,1,0,1,0,21,2,2018
23,-2.7,58,1,0,1,0,21,2,2018
0,-2.7,58,1,0,1,0,22,2,2018
1,-2.2,58,1,0,1,0,22,2,2018
2,-2.9,57,1,0,1,0,22,2,2018
3,-2.8,57,1,0,1,0,22,2,2018
4,-2.4,58,1,0,1,0,22,2,2018
5,-2.4,59,1,0,1,0,22,2,2018
6,-3.0,62,1,0,1,0,22,2,2018
7,-3.7,64,1,0,1,0,22,2,2018
8,-3.6,63,1,0,1,0,22,2,2018
9,-1.9,51,1,0,1,0,22,2,2018
10,0.9,44,1,0,1,0,22,2,2018
11,2.7,44,1,0,1,0,22,2,2018
12,4.8,47,1,0,1,0,22,2,2018
13,4.5,51,1,0,1,0,22,2,2018
14,4.8,50,1,0,1,0,22,2,2018
15,5.0,49,1,0,1,0,22,2,2018
16,5.0,50,1,0,1,0,22,2,2018
17,4.6,52,1,0,1,0,22,2,2018
18,3.9,56,1,0,1,0,22,2,2018
19,3.5,60,1,0,1,0,22,2,2018
20,3.0,62,1,0,1,0,22,2,2018
21,2.9,64,1,0,1,0,22,2,2018
22,2.9,65,1,0,1,0,22,2,2018
23,2.9,63,1,0,1,0,22,2,2018
0,1.7,86,1,0,1,1,23,2,2018
1,0.6,96,1,0,1,1,23,2,2018
2,0.7,97,1,0,1,1,23,2,2018
3,0.9,97,1,0,1,1,23,2,2018
4,1.1,96,1,0,1,1,23,2,2018
5,1.0,91,1,0,1,1,23,2,2018
6,0.4,95,1,0,1,1,23,2,2018
7,-0.1,97,1,0,1,1,23,2,2018
8,-0.2,97,1,0,1,1,23,2,2018
9,0.5,94,1,0,1,1,23,2,2018
10,2.2,83,1,0,1,1,23,2,2018
11,3.8,72,1,0,1,1,23,2,2018
12,5.3,70,1,0,1,1,23,2,2018
13,6.7,64,1,0,1,1,23,2,2018
14,7.8,57,1,0,1,0,23,2,2018
15,8.2,62,1,0,1,0,23,2,2018
16,8.3,60,1,0,1,0,23,2,2018
17,7.9,68,1,0,1,0,23,2,2018
18,7.5,70,1,0,1,0,23,2,2018
19,6.9,73,1,0,1,0,23,2,2018
20,6.4,77,1,0,1,0,23,2,2018
21,6.0,79,1,0,1,0,23,2,2018
22,5.7,81,1,0,1,0,23,2,2018
23,5.5,80,1,0,1,0,23,2,2018
0,4.6,82,1,0,1,0,24,2,2018
1,4.0,83,1,0,1,0,24,2,2018
2,3.7,82,1,0,1,0,24,2,2018
3,3.5,82,1,0,1,0,24,2,2018
4,2.7,82,1,0,1,0,24,2,2018
5,1.8,84,1,0,1,0,24,2,2018
6,1.2,83,1,0,1,0,24,2,2018
7,0.6,86,1,0,1,0,24,2,2018
8,0.0,77,1,0,1,0,24,2,2018
9,0.6,64,1,0,1,0,24,2,2018
10,0.8,60,1,0,1,0,24,2,2018
11,2.2,50,1,0,1,0,24,2,2018
12,4.0,37,1,0,1,0,24,2,2018
13,5.3,29,1,0,1,0,24,2,2018
14,6.9,19,1,0,1,0,24,2,2018
15,6.7,24,1,0,1,0,24,2,2018
16,5.9,21,1,0,1,0,24,2,2018
17,4.9,28,1,0,1,0,24,2,2018
18,3.5,30,1,0,1,0,24,2,2018
19,2.1,27,1,0,1,0,24,2,2018
20,1.1,32,1,0,1,0,24,2,2018
21,0.7,31,1,0,1,0,24,2,2018
22,0.1,32,1,0,1,0,24,2,2018
23,-0.6,39,1,0,1,0,24,2,2018
0,-1.1,44,1,0,1,0,25,2,2018
1,-1.4,43,1,0,1,0,25,2,2018
2,-1.5,46,1,0,1,0,25,2,2018
3,-1.3,42,1,0,1,0,25,2,2018
4,-1.1,43,1,0,1,0,25,2,2018
5,-0.7,41,1,0,1,0,25,2,2018
6,-0.8,44,1,0,1,0,25,2,2018
7,-1.0,47,1,0,1,0,25,2,2018
8,-1.3,54,1,0,1,0,25,2,2018
9,-0.3,48,1,0,1,0,25,2,2018
10,2.1,42,1,0,1,0,25,2,2018
11,4.3,29,1,0,1,0,25,2,2018
12,5.5,25,1,0,1,0,25,2,2018
13,6.1,22,1,0,1,0,25,2,2018
14,7.0,23,1,0,1,0,25,2,2018
15,7.5,21,1,0,1,0,25,2,2018
16,7.6,18,1,0,1,0,25,2,2018
17,6.9,25,1,0,1,0,25,2,2018
18,5.2,30,1,0,1,0,25,2,2018
19,3.1,40,1,0,1,0,25,2,2018
20,1.3,49,1,0,1,0,25,2,2018
21,0.2,55,1,0,1,0,25,2,2018
22,0.0,54,1,0,1,0,25,2,2018
23,-0.3,58,1,0,1,0,25,2,2018
0,-0.9,60,1,0,1,0,26,2,2018
1,-1.2,63,1,0,1,0,26,2,2018
2,-1.7,66,1,0,1,0,26,2,2018
3,-1.9,67,1,0,1,0,26,2,2018
4,-2.3,69,1,0,1,0,26,2,2018
5,-2.5,73,1,0,1,0,26,2,2018
6,-2.7,72,1,0,1,0,26,2,2018
7,-3.1,68,1,0,1,0,26,2,2018
8,-2.9,63,1,0,1,0,26,2,2018
9,-1.1,53,1,0,1,0,26,2,2018
10,1.9,46,1,0,1,0,26,2,2018
11,4.6,37,1,0,1,0,26,2,2018
12,6.9,28,1,0,1,0,26,2,2018
13,8.1,26,1,0,1,0,26,2,2018
14,9.9,25,1,0,1,0,26,2,2018
15,10.3,23,1,0,1,0,26,2,2018
16,9.5,31,1,0,1,0,26,2,2018
17,8.7,30,1,0,1,0,26,2,2018
18,7.2,26,1,0,1,0,26,2,2018
19,5.5,30,1,0,1,0,26,2,2018
20,4.3,32,1,0,1,0,26,2,2018
21,3.3,36,1,0,1,0,26,2,2018
22,2.7,40,1,0,1,0,26,2,2018
23,2.8,39,1,0,1,0,26,2,2018
0,2.6,40,1,0,1,0,27,2,2018
1,2.1,44,1,0,1,0,27,2,2018
2,1.5,44,1,0,1,0,27,2,2018
3,1.1,44,1,0,1,0,27,2,2018
4,0.9,46,1,0,1,0,27,2,2018
5,0.6,50,1,0,1,0,27,2,2018
6,0.6,50,1,0,1,0,27,2,2018
7,1.3,47,1,0,1,0,27,2,2018
8,2.0,51,1,0,1,0,27,2,2018
9,2.5,51,1,0,1,0,27,2,2018
10,3.3,47,1,0,1,0,27,2,2018
11,4.8,41,1,0,1,0,27,2,2018
12,5.4,37,1,0,1,0,27,2,2018
13,5.8,39,1,0,1,0,27,2,2018
14,6.3,40,1,0,1,0,27,2,2018
15,6.7,48,1,0,1,0,27,2,2018
16,6.9,54,1,0,1,0,27,2,2018
17,6.8,57,1,0,1,0,27,2,2018
18,6.6,62,1,0,1,0,27,2,2018
19,6.1,44,1,0,1,0,27,2,2018
20,5.9,44,1,0,1,0,27,2,2018
21,5.7,46,1,0,1,0,27,2,2018
22,5.4,49,1,0,1,0,27,2,2018
23,5.3,53,1,0,1,0,27,2,2018
0,5.1,52,1,0,1,0,28,2,2018
1,5.0,53,1,0,1,0,28,2,2018
2,5.2,54,1,0,1,0,28,2,2018
3,5.3,55,1,0,1,0,28,2,2018
4,5.4,56,1,0,1,0,28,2,2018
5,5.2,59,1,0,1,0,28,2,2018
6,5.2,60,1,0,1,0,28,2,2018
7,5.5,59,1,0,1,0,28,2,2018
8,5.7,57,1,0,1,0,28,2,2018
9,6.2,55,1,0,1,0,28,2,2018
10,6.5,53,1,0,1,0,28,2,2018
11,7.1,50,1,0,1,0,28,2,2018
12,7.6,48,1,0,1,0,28,2,2018
13,7.6,57,1,0,1,0,28,2,2018
14,5.7,80,1,0,1,0,28,2,2018
15,4.8,87,1,0,1,1,28,2,2018
16,4.2,89,1,0,1,0,28,2,2018
17,3.8,90,1,0,1,0,28,2,2018
18,3.6,90,1,0,1,1,28,2,2018
19,2.5,95,1,0,1,0,28,2,2018
20,2.7,96,1,0,1,0,28,2,2018
21,2.4,95,1,0,1,1,28,2,2018
22,2.3,96,1,0,1,0,28,2,2018
23,1.8,96,1,0,1,0,28,2,2018
0,2.0,96,2,1,1,1,1,3,2018
1,2.1,97,2,1,1,0,1,3,2018
2,2.0,97,2,1,1,0,1,3,2018
3,1.6,97,2,1,1,1,1,3,2018
4,1.6,97,2,1,1,0,1,3,2018
5,2.2,97,2,1,1,0,1,3,2018
6,3.0,96,2,1,1,1,1,3,2018
7,2.6,89,2,1,1,0,1,3,2018
8,1.5,80,2,1,1,0,1,3,2018
9,0.1,78,2,1,1,0,1,3,2018
10,0.1,53,2,1,1,0,1,3,2018
11,0.8,52,2,1,1,0,1,3,2018
12,0.5,46,2,1,1,0,1,3,2018
13,1.4,37,2,1,1,0,1,3,2018
14,1.2,36,2,1,1,0,1,3,2018
15,1.6,35,2,1,1,0,1,3,2018
16,1.4,33,2,1,1,0,1,3,2018
17,0.4,37,2,1,1,0,1,3,2018
18,-0.8,40,2,1,1,0,1,3,2018
19,-1.7,45,2,1,1,0,1,3,2018
20,-2.2,49,2,1,1,0,1,3,2018
21,-3.0,50,2,1,1,0,1,3,2018
22,-3.6,52,2,1,1,0,1,3,2018
23,-4.0,52,2,1,1,0,1,3,2018
0,-4.3,53,2,0,1,0,2,3,2018
1,-4.6,52,2,0,1,0,2,3,2018
2,-5.3,52,2,0,1,0,2,3,2018
3,-5.7,50,2,0,1,0,2,3,2018
4,-5.8,48,2,0,1,0,2,3,2018
5,-6.1,49,2,0,1,0,2,3,2018
6,-6.4,50,2,0,1,0,2,3,2018
7,-6.6,52,2,0,1,0,2,3,2018
8,-6.2,45,2,0,1,0,2,3,2018
9,-4.6,34,2,0,1,0,2,3,2018
10,-1.8,30,2,0,1,0,2,3,2018
11,0.1,30,2,0,1,0,2,3,2018
12,1.8,26,2,0,1,0,2,3,2018
13,2.3,22,2,0,1,0,2,3,2018
14,3.4,23,2,0,1,0,2,3,2018
15,4.3,22,2,0,1,0,2,3,2018
16,5.2,21,2,0,1,0,2,3,2018
17,4.3,21,2,0,1,0,2,3,2018
18,3.5,22,2,0,1,0,2,3,2018
19,2.0,26,2,0,1,0,2,3,2018
20,1.2,35,2,0,1,0,2,3,2018
21,1.0,34,2,0,1,0,2,3,2018
22,0.5,38,2,0,1,0,2,3,2018
23,0.3,38,2,0,1,0,2,3,2018
0,0.5,34,2,0,1,0,3,3,2018
1,0.6,36,2,0,1,0,3,3,2018
2,0.9,35,2,0,1,0,3,3,2018
3,0.8,38,2,0,1,0,3,3,2018
4,0.6,43,2,0,1,0,3,3,2018
5,0.8,39,2,0,1,0,3,3,2018
6,0.5,42,2,0,1,0,3,3,2018
7,0.1,43,2,0,1,0,3,3,2018
8,0.4,38,2,0,1,0,3,3,2018
9,2.2,30,2,0,1,0,3,3,2018
10,5.1,27,2,0,1,0,3,3,2018
11,8.1,21,2,0,1,0,3,3,2018
12,10.7,16,2,0,1,0,3,3,2018
13,12.2,14,2,0,1,0,3,3,2018
14,14.4,14,2,0,1,0,3,3,2018
15,16.0,14,2,0,1,0,3,3,2018
16,15.8,15,2,0,1,0,3,3,2018
17,15.0,22,2,0,1,0,3,3,2018
18,13.9,26,2,0,1,0,3,3,2018
19,12.7,32,2,0,1,0,3,3,2018
20,11.1,51,2,0,1,0,3,3,2018
21,10.3,52,2,0,1,0,3,3,2018
22,10.2,49,2,0,1,0,3,3,2018
23,9.4,74,2,0,1,0,3,3,2018
0,8.5,87,2,0,1,0,4,3,2018
1,8.3,91,2,0,1,0,4,3,2018
2,8.3,95,2,0,1,0,4,3,2018
3,8.5,96,2,0,1,1,4,3,2018
4,8.8,95,2,0,1,0,4,3,2018
5,8.8,96,2,0,1,0,4,3,2018
6,8.6,96,2,0,1,1,4,3,2018
7,8.4,97,2,0,1,0,4,3,2018
8,8.3,97,2,0,1,0,4,3,2018
9,8.8,97,2,0,1,1,4,3,2018
10,9.8,90,2,0,1,0,4,3,2018
11,10.1,88,2,0,1,0,4,3,2018
12,10.7,85,2,0,1,0,4,3,2018
13,10.8,84,2,0,1,0,4,3,2018
14,11.2,83,2,0,1,0,4,3,2018
15,11.7,81,2,0,1,0,4,3,2018
16,11.7,82,2,0,1,0,4,3,2018
17,11.8,82,2,0,1,0,4,3,2018
18,11.5,81,2,0,1,0,4,3,2018
19,11.2,81,2,0,1,0,4,3,2018
20,11.3,80,2,0,1,0,4,3,2018
21,10.6,89,2,0,1,1,4,3,2018
22,9.6,92,2,0,1,0,4,3,2018
23,8.7,91,2,0,1,0,4,3,2018
0,7.6,88,2,0,1,1,5,3,2018
1,7.0,88,2,0,1,0,5,3,2018
2,6.3,89,2,0,1,0,5,3,2018
3,5.7,92,2,0,1,1,5,3,2018
4,5.1,90,2,0,1,0,5,3,2018
5,4.7,89,2,0,1,0,5,3,2018
6,4.2,87,2,0,1,1,5,3,2018
7,3.8,87,2,0,1,0,5,3,2018
8,3.6,88,2,0,1,0,5,3,2018
9,3.7,85,2,0,1,0,5,3,2018
10,4.4,80,2,0,1,0,5,3,2018
11,6.1,66,2,0,1,0,5,3,2018
12,7.6,58,2,0,1,0,5,3,2018
13,8.3,51,2,0,1,0,5,3,2018
14,10.0,44,2,0,1,0,5,3,2018
15,10.3,43,2,0,1,0,5,3,2018
16,11.0,39,2,0,1,0,5,3,2018
17,10.0,43,2,0,1,0,5,3,2018
18,8.1,47,2,0,1,0,5,3,2018
19,5.8,53,2,0,1,0,5,3,2018
20,4.3,57,2,0,1,0,5,3,2018
21,3.1,59,2,0,1,0,5,3,2018
22,2.3,63,2,0,1,0,5,3,2018
23,1.9,60,2,0,1,0,5,3,2018
0,1.3,69,2,0,1,0,6,3,2018
1,0.8,67,2,0,1,0,6,3,2018
2,0.3,71,2,0,1,0,6,3,2018
3,0.1,71,2,0,1,0,6,3,2018
4,-0.5,75,2,0,1,0,6,3,2018
5,-0.9,78,2,0,1,0,6,3,2018
6,-1.0,77,2,0,1,0,6,3,2018
7,-1.0,78,2,0,1,0,6,3,2018
8,-0.7,76,2,0,1,0,6,3,2018
9,1.2,62,2,0,1,0,6,3,2018
10,3.7,51,2,0,1,0,6,3,2018
11,6.3,41,2,0,1,0,6,3,2018
12,8.5,34,2,0,1,0,6,3,2018
13,9.3,27,2,0,1,0,6,3,2018
14,9.2,27,2,0,1,0,6,3,2018
15,10.1,24,2,0,1,0,6,3,2018
16,10.6,26,2,0,1,0,6,3,2018
17,10.2,27,2,0,1,0,6,3,2018
18,8.7,28,2,0,1,0,6,3,2018
19,7.1,30,2,0,1,0,6,3,2018
20,6.1,31,2,0,1,0,6,3,2018
21,5.5,33,2,0,1,0,6,3,2018
22,4.5,40,2,0,1,0,6,3,2018
23,3.5,44,2,0,1,0,6,3,2018
0,2.8,45,2,0,1,0,7,3,2018
1,2.8,46,2,0,1,0,7,3,2018
2,2.6,50,2,0,1,0,7,3,2018
3,2.7,55,2,0,1,0,7,3,2018
4,2.6,61,2,0,1,0,7,3,2018
5,2.5,63,2,0,1,0,7,3,2018
6,2.4,65,2,0,1,0,7,3,2018
7,2.2,65,2,0,1,0,7,3,2018
8,2.6,63,2,0,1,0,7,3,2018
9,3.8,58,2,0,1,0,7,3,2018
10,5.2,52,2,0,1,0,7,3,2018
11,8.0,43,2,0,1,0,7,3,2018
12,9.6,39,2,0,1,0,7,3,2018
13,9.9,39,2,0,1,0,7,3,2018
14,9.8,38,2,0,1,0,7,3,2018
15,10.2,34,2,0,1,0,7,3,2018
16,10.4,36,2,0,1,0,7,3,2018
17,10.4,37,2,0,1,0,7,3,2018
18,9.6,42,2,0,1,0,7,3,2018
19,8.9,44,2,0,1,0,7,3,2018
20,8.5,46,2,0,1,0,7,3,2018
21,7.9,56,2,0,1,0,7,3,2018
22,7.2,60,2,0,1,0,7,3,2018
23,6.0,79,2,0,1,0,7,3,2018
0,5.2,83,2,0,1,1,8,3,2018
1,4.7,86,2,0,1,0,8,3,2018
2,4.2,88,2,0,1,0,8,3,2018
3,3.8,90,2,0,1,1,8,3,2018
4,3.3,90,2,0,1,0,8,3,2018
5,3.1,90,2,0,1,0,8,3,2018
6,3.1,89,2,0,1,1,8,3,2018
7,3.0,90,2,0,1,0,8,3,2018
8,3.0,94,2,0,1,0,8,3,2018
9,3.4,90,2,0,1,1,8,3,2018
10,3.6,88,2,0,1,0,8,3,2018
11,4.5,82,2,0,1,0,8,3,2018
12,5.6,72,2,0,1,0,8,3,2018
13,6.7,65,2,0,1,0,8,3,2018
14,7.7,62,2,0,1,0,8,3,2018
15,9.2,53,2,0,1,0,8,3,2018
16,9.5,56,2,0,1,0,8,3,2018
17,7.5,64,2,0,1,0,8,3,2018
18,5.9,68,2,0,1,0,8,3,2018
19,4.5,72,2,0,1,0,8,3,2018
20,3.3,74,2,0,1,0,8,3,2018
21,3.1,74,2,0,1,0,8,3,2018
22,2.8,74,2,0,1,0,8,3,2018
23,2.8,73,2,0,1,0,8,3,2018
0,3.0,72,2,0,1,0,9,3,2018
1,2.8,73,2,0,1,0,9,3,2018
2,2.8,74,2,0,1,0,9,3,2018
3,2.7,75,2,0,1,0,9,3,2018
4,2.5,76,2,0,1,0,9,3,2018
5,2.5,76,2,0,1,0,9,3,2018
6,2.5,71,2,0,1,0,9,3,2018
7,1.6,76,2,0,1,0,9,3,2018
8,1.8,67,2,0,1,0,9,3,2018
9,3.5,60,2,0,1,0,9,3,2018
10,4.8,54,2,0,1,0,9,3,2018
11,5.9,51,2,0,1,0,9,3,2018
12,6.8,51,2,0,1,0,9,3,2018
13,7.5,44,2,0,1,0,9,3,2018
14,8.0,42,2,0,1,0,9,3,2018
15,7.7,51,2,0,1,0,9,3,2018
16,9.6,38,2,0,1,0,9,3,2018
17,8.9,46,2,0,1,0,9,3,2018
18,7.0,55,2,0,1,0,9,3,2018
19,5.4,60,2,0,1,0,9,3,2018
20,4.3,67,2,0,1,0,9,3,2018
21,3.5,69,2,0,1,0,9,3,2018
22,2.9,69,2,0,1,0,9,3,2018
23,2.5,72,2,0,1,0,9,3,2018
0,2.1,74,2,0,1,0,10,3,2018
1,2.0,75,2,0,1,0,10,3,2018
2,1.6,79,2,0,1,0,10,3,2018
3,1.3,80,2,0,1,0,10,3,2018
4,0.9,81,2,0,1,0,10,3,2018
5,0.8,80,2,0,1,0,10,3,2018
6,1.1,78,2,0,1,0,10,3,2018
7,0.9,78,2,0,1,0,10,3,2018
8,1.5,73,2,0,1,0,10,3,2018
9,2.7,71,2,0,1,0,10,3,2018
10,3.5,65,2,0,1,0,10,3,2018
11,5.7,58,2,0,1,0,10,3,2018
12,7.1,50,2,0,1,0,10,3,2018
13,8.2,42,2,0,1,0,10,3,2018
14,9.2,38,2,0,1,0,10,3,2018
15,8.1,36,2,0,1,0,10,3,2018
16,8.3,37,2,0,1,0,10,3,2018
17,7.7,46,2,0,1,0,10,3,2018
18,6.2,61,2,0,1,0,10,3,2018
19,5.3,67,2,0,1,0,10,3,2018
20,5.2,69,2,0,1,0,10,3,2018
21,5.0,73,2,0,1,0,10,3,2018
22,5.0,75,2,0,1,0,10,3,2018
23,5.1,75,2,0,1,0,10,3,2018
0,5.1,77,2,0,1,0,11,3,2018
1,4.8,80,2,0,1,0,11,3,2018
2,4.7,78,2,0,1,0,11,3,2018
3,4.4,80,2,0,1,0,11,3,2018
4,4.2,81,2,0,1,0,11,3,2018
5,3.9,85,2,0,1,0,11,3,2018
6,3.4,85,2,0,1,0,11,3,2018
7,2.9,84,2,0,1,0,11,3,2018
8,2.8,82,2,0,1,0,11,3,2018
9,3.9,77,2,0,1,0,11,3,2018
10,5.9,69,2,0,1,0,11,3,2018
11,7.6,54,2,0,1,0,11,3,2018
12,9.2,40,2,0,1,0,11,3,2018
13,10.3,31,2,0,1,0,11,3,2018
14,11.6,20,2,0,1,0,11,3,2018
15,11.9,26,2,0,1,0,11,3,2018
16,11.9,25,2,0,1,0,11,3,2018
17,11.1,25,2,0,1,0,11,3,2018
18,9.4,22,2,0,1,0,11,3,2018
19,7.8,28,2,0,1,0,11,3,2018
20,6.7,32,2,0,1,0,11,3,2018
21,5.7,34,2,0,1,0,11,3,2018
22,5.3,31,2,0,1,0,11,3,2018
23,4.2,34,2,0,1,0,11,3,2018
0,3.5,46,2,0,1,0,12,3,2018
1,2.9,51,2,0,1,0,12,3,2018
2,2.7,46,2,0,1,0,12,3,2018
3,2.3,48,2,0,1,0,12,3,2018
4,2.8,52,2,0,1,0,12,3,2018
5,3.3,53,2,0,1,0,12,3,2018
6,2.8,57,2,0,1,0,12,3,2018
7,3.0,53,2,0,1,0,12,3,2018
8,3.8,47,2,0,1,0,12,3,2018
9,4.8,43,2,0,1,0,12,3,2018
10,6.6,40,2,0,1,0,12,3,2018
11,9.2,33,2,0,1,0,12,3,2018
12,11.7,32,2,0,1,0,12,3,2018
13,13.6,34,2,0,1,0,12,3,2018
14,14.9,34,2,0,1,0,12,3,2018
15,15.3,32,2,0,1,0,12,3,2018
16,14.5,34,2,0,1,0,12,3,2018
17,13.7,38,2,0,1,0,12,3,2018
18,12.2,43,2,0,1,0,12,3,2018
19,10.6,47,2,0,1,0,12,3,2018
20,9.4,50,2,0,1,0,12,3,2018
21,8.7,49,2,0,1,0,12,3,2018
22,7.8,49,2,0,1,0,12,3,2018
23,6.8,56,2,0,1,0,12,3,2018
0,6.4,62,2,0,1,0,13,3,2018
1,5.9,65,2,0,1,0,13,3,2018
2,5.4,66,2,0,1,0,13,3,2018
3,5.5,62,2,0,1,0,13,3,2018
4,6.2,59,2,0,1,0,13,3,2018
5,6.8,56,2,0,1,0,13,3,2018
6,7.0,58,2,0,1,0,13,3,2018
7,7.2,56,2,0,1,0,13,3,2018
8,8.0,48,2,0,1,0,13,3,2018
9,9.4,44,2,0,1,0,13,3,2018
10,10.9,40,2,0,1,0,13,3,2018
11,12.6,49,2,0,1,0,13,3,2018
12,15.5,47,2,0,1,0,13,3,2018
13,17.1,42,2,0,1,0,13,3,2018
14,18.3,43,2,0,1,0,13,3,2018
15,18.6,47,2,0,1,0,13,3,2018
16,17.6,53,2,0,1,0,13,3,2018
17,16.9,62,2,0,1,0,13,3,2018
18,15.7,68,2,0,1,0,13,3,2018
19,14.1,77,2,0,1,0,13,3,2018
20,13.9,77,2,0,1,0,13,3,2018
21,13.7,79,2,0,1,0,13,3,2018
22,13.5,81,2,0,1,0,13,3,2018
23,13.4,81,2,0,1,0,13,3,2018
0,13.6,79,2,0,1,0,14,3,2018
1,13.7,73,2,0,1,0,14,3,2018
2,13.8,70,2,0,1,0,14,3,2018
3,14.0,67,2,0,1,0,14,3,2018
4,14.0,70,2,0,1,0,14,3,2018
5,14.1,69,2,0,1,0,14,3,2018
6,14.1,69,2,0,1,0,14,3,2018
7,14.1,69,2,0,1,0,14,3,2018
8,14.2,67,2,0,1,0,14,3,2018
9,14.6,62,2,0,1,0,14,3,2018
10,15.7,58,2,0,1,0,14,3,2018
11,17.5,55,2,0,1,0,14,3,2018
12,19.9,44,2,0,1,0,14,3,2018
13,20.9,44,2,0,1,0,14,3,2018
14,21.1,42,2,0,1,0,14,3,2018
15,21.7,39,2,0,1,0,14,3,2018
16,21.7,41,2,0,1,0,14,3,2018
17,20.5,49,2,0,1,0,14,3,2018
18,19.2,53,2,0,1,0,14,3,2018
19,17.9,54,2,0,1,0,14,3,2018
20,17.2,60,2,0,1,0,14,3,2018
21,16.8,67,2,0,1,0,14,3,2018
22,16.2,71,2,0,1,0,14,3,2018
23,16.1,69,2,0,1,0,14,3,2018
0,16.0,69,2,0,1,0,15,3,2018
1,16.3,68,2,0,1,0,15,3,2018
2,16.5,68,2,0,1,0,15,3,2018
3,16.5,69,2,0,1,0,15,3,2018
4,15.1,86,2,0,1,0,15,3,2018
5,14.5,94,2,0,1,0,15,3,2018
6,14.4,96,2,0,1,1,15,3,2018
7,14.3,97,2,0,1,0,15,3,2018
8,14.1,97,2,0,1,0,15,3,2018
9,14.1,98,2,0,1,1,15,3,2018
10,14.2,98,2,0,1,0,15,3,2018
11,13.9,98,2,0,1,0,15,3,2018
12,13.3,97,2,0,1,1,15,3,2018
13,12.7,97,2,0,1,0,15,3,2018
14,12.1,97,2,0,1,0,15,3,2018
15,11.6,97,2,0,1,0,15,3,2018
16,10.7,98,2,0,1,0,15,3,2018
17,10.9,98,2,0,1,0,15,3,2018
18,10.4,98,2,0,1,0,15,3,2018
19,10.4,98,2,0,1,0,15,3,2018
20,10.5,97,2,0,1,0,15,3,2018
21,10.4,96,2,0,1,0,15,3,2018
22,9.8,90,2,0,1,0,15,3,2018
23,9.3,90,2,0,1,0,15,3,2018
0,8.4,86,2,0,1,0,16,3,2018
1,7.2,83,2,0,1,0,16,3,2018
2,6.7,72,2,0,1,0,16,3,2018
3,6.1,67,2,0,1,0,16,3,2018
4,5.7,62,2,0,1,0,16,3,2018
5,5.2,60,2,0,1,0,16,3,2018
6,4.4,61,2,0,1,0,16,3,2018
7,3.7,59,2,0,1,0,16,3,2018
8,3.8,56,2,0,1,0,16,3,2018
9,5.2,51,2,0,1,0,16,3,2018
10,6.7,46,2,0,1,0,16,3,2018
11,8.2,45,2,0,1,0,16,3,2018
12,9.4,40,2,0,1,0,16,3,2018
13,10.4,38,2,0,1,0,16,3,2018
14,11.0,36,2,0,1,0,16,3,2018
15,11.9,32,2,0,1,0,16,3,2018
16,11.6,31,2,0,1,0,16,3,2018
17,11.2,30,2,0,1,0,16,3,2018
18,10.0,33,2,0,1,0,16,3,2018
19,8.1,36,2,0,1,0,16,3,2018
20,6.7,41,2,0,1,0,16,3,2018
21,5.8,43,2,0,1,0,16,3,2018
22,4.9,46,2,0,1,0,16,3,2018
23,4.2,47,2,0,1,0,16,3,2018
0,3.7,48,2,0,1,0,17,3,2018
1,3.0,52,2,0,1,0,17,3,2018
2,2.3,56,2,0,1,0,17,3,2018
3,1.8,59,2,0,1,0,17,3,2018
4,1.3,61,2,0,1,0,17,3,2018
5,1.0,62,2,0,1,0,17,3,2018
6,0.8,63,2,0,1,0,17,3,2018
7,0.5,64,2,0,1,0,17,3,2018
8,1.3,57,2,0,1,0,17,3,2018
9,3.4,49,2,0,1,0,17,3,2018
10,6.0,43,2,0,1,0,17,3,2018
11,8.0,39,2,0,1,0,17,3,2018
12,10.0,38,2,0,1,0,17,3,2018
13,10.9,32,2,0,1,0,17,3,2018
14,12.1,29,2,0,1,0,17,3,2018
15,13.2,23,2,0,1,0,17,3,2018
16,13.7,28,2,0,1,0,17,3,2018
17,12.1,34,2,0,1,0,17,3,2018
18,10.6,42,2,0,1,0,17,3,2018
19,8.8,49,2,0,1,0,17,3,2018
20,7.9,54,2,0,1,0,17,3,2018
21,7.4,54,2,0,1,0,17,3,2018
22,7.0,55,2,0,1,0,17,3,2018
23,6.4,59,2,0,1,0,17,3,2018
0,5.9,56,2,0,1,0,18,3,2018
1,5.7,55,2,0,1,0,18,3,2018
2,5.5,56,2,0,1,0,18,3,2018
